dcterms:title,dcterms:abstract,nlon:keyword,length
郡守奏本後輿論 (二),近者에 郡守奏本을 由야 一般輿論이 沸騰은 日昨本報에 略已揭載얏거니와 大抵三四回奏本에 種種醜聲이 狼藉더러 順川郡守李萬煕氏 李根澤氏阿孃의 시父요 仁川郡守金東煕氏 沈相翊氏의 親弟相逌氏의 妻男이오 鎭川郡守李鐸應氏 興仁君三年喪에 朝夕上食奉祀人이오 昌城郡守池基永氏 平北觀察府主事로 挾勢虐民야 富致鉅萬고 杖殺人命을 無難爲之되 莫敢誰何 者오靈岩郡守李在正氏 李完用氏의 三十年門인으로 前仁川府尹으로 釋萊闕祀고 儒通을 遭야 免官 者오 全義郡守송秉和氏 李完用氏의 四寸妻男이오 鳳山郡守徐相奭氏 朴齊純氏의 妻男이오 肅川郡守兪致秉氏 年前江西郡守로 民擾를 遭야 免官 者오利原郡守鄭煥肅氏 曾以忠北摠巡으로 挾雜이 有야 觀察李勝宇氏의게 見逐 者로 其大官小室曲逕으로 圖得 者오 茂山郡守張樂信氏 舊債了勘이라며 又聞즉 前判書李愚冕氏의 四寸愚明氏와 桂坊李性稙氏 閔忠正公의 食口를 藉托하고 郡守一窠 百方周旋하며趙鍾緖氏 以密陽郡守로 褒貶에 居中하얏 該貶올 勿施하고 羅州郡守로 移任다 說이 有하다하니大抵內擧에 不避其親은 古人이 行之하얏스니 苟得其人則擧其親屬이 無害於公이어니와 今韓廷大官의 所擧 皆無名譽者라 烏得曰不出於私이며 況其中에 有醜說之狼藉者則宜其物論之愈益不平이오 民心之愈極怨懟라하더라,사회; 기사,620
學部令第十八號,○學部令第十八號    官立漢城師範學校敎員臨時養成科規則      第一章  設置及定員第一條  官立漢城師範學校에 敎員臨時養成科 置이라第二條  學員은 五十人으로 定이라      第二章  修業期限及休業第三條  修業期限은 別로 定이라第四條  休業日은 如左이라  萬壽聖節  千秋慶節  開國紀元節  興慶節  繼天紀元節  日曜日      第三章  敎科目第五條  敎科目은 敎育外國語數學理科地誌歷史軆操七科로이라  但時宜에 因야 科目을 增加도이라      第四章  入學在學及修業第六條  左開 資格이 有 者로 試驗을 經 後入學을 許이라  一年齡은 十八歲以上三十歲以下  一身軆强健者  一品行端正者  一外國語學校에 卒業生이나 同等學力이 有 者 許入이라第七條  在學中에 書籍을 借與며 食費와 紙筆墨應用을 爲야 每人에 每個月金九圜式給與이라第八條  在學中에 不正 行爲ㅣ有거나 學力이 不進야 修業에 望이 無 者 退學을 命이라第九條  本養成科 修業 者에게 修業証書를 授與이라      第五章  服務第十條  修業生은 滿一個年間을 學部大臣의 指定 學校로 就職야 服務이라第十一條  在學中退學을 被命 者와 修業後服務中에 不勤就職면 退學例로 學資金을 計筭徵納이라  光武十年五月十七日,기사; 정치,616
隆煕貳年拾月二拾七日 官報,●告示農商工部告示第拾三號 (續)商法(明治三拾二年法律第四拾八號)第四節 會社의 計筭第百九十條 取締役은 定時總會의 日로부터 壹週日前에 左開書類를 監査役에게 提出을 要壹 財産目錄二 貸借對照表三 營業報告書四 損益計筭書五 準備金及利益又 邊利의 配當에 關 議案第百九拾壹條 取締役은 定時総會의 會日前에 前條에 揭 書類及監査役의 報告書 本店에 備置을 要株主及會社의 債權者 營業時間內何時던지 前項에 揭 書類의 閱覽을 求을 得第百九拾二條 取締役은 第百九拾條에 揭 書類를 定時摠會에 提出야 其承認을 求을 要取締役은 前項의 承認을 得 後貸借對照表 公告을 要第百九拾三條 定時総會에셔 前條第壹項의 承認을 會社 取締役及監査役을 對하야 其責任을 解除것으로 看做 但取締役又 監査役이 不正 行爲가 有 此限에 不在第百九拾五條 會社 損失을 塡補고 前條第壹項에 定 準備金을 控除 後가아니면 利益配當을을 不得前項의 規定을 違反야 配當을 時 會社의 債權者 此를 反還케을 得第百九十六條 會社의 目的된 事業의 性質을 依하야 第百四十壹條第壹項의 規定을 從고 本店의 所在地에셔 登記를 後二年以上開業지못으로 認 會社 定欵으로써 開業에 至하기지 壹定 邊利를 株主에게 配當 事 定을 得 但其利率은 法定利率을 超過을 不得 前項에 揭 定欵의 規定은 裁判所에 認可를 得을 要[未完),기사; 정치,692
裴說公의 畧傳,"第壹節 敍論大韓을 爲야 筆을 執던 裴說公이 이믜 卒지라 公의 行狀을 述노니 此行狀을 睹면 公의 七分精神을 可히 想像지로다 公은 英國人이라 壹千八百七十二年에 生야 壹千九百九年에 卒니 年이 僅三拾七歲라 此三十七歲의 光陰이 甚히 短며 甚히 速지만 其間에 許多經綸과 許多活動과 許多困難과 許多奮鬪가 公의 身上에 充滿얏도다第二節 公의 家勢公의 先世 英國倫敦西方 부리스톨에 居지라 公의 父親이 七歲에 不幸히 父 喪고 伶仃可憐 身勢로 歲月을 度다가 及其壯成에 玩物商業으로 勤勉勞苦야 累萬의 財産을 致고 三子二女를 生하니 公이 其第壹子러라第三節 公의 産出西曆壹千八百七十二年[大韓開國四百八拾壹年]拾壹月三日에 公이 부리스톨에셔 生니 其歲 韓國太皇帝卽位신 後 九年이오 其月日은 現日本天皇의 天長節과 同月日이라 生하야 炯炯 神彩 傍人의 眼目을 驚고 烈烈 氣象은 後日의 活動을 現더라第四節 公의 性質公의 性質을 槪括的으로 道破진 義俠剛毅四字에 不過니 以故로 百折不屈의 節이 有며 以故로 千金重諾의 信이 有며 以故로 輕財好義의 氣가 有며 以故로 奮鬪好事의 勇이 有야 果然大英國民的氣質이 具備고 又各種遊戲를 好야 活潑勇壯 風이 發現더라第五節 公의 幼年生지 數歲에 父親을 隨하야 倫敦에 移住니 嗚呼라 曠世男兒加里波的가 舟夫家中에 身勢를 悲고 萬古奇傑路得이 僧徒門下에 殘卷을 把얏도다 我英特奇魁, 猛壯 公이 不幸히 貧家子를 作야 學業은 高等學校 僅卒얏 家親은 自手生活을 頻促야 不得已學을 離고 商으로 就니 嗚呼라 公의 幼年時대여 然이나 其早歲困難이 隱然히 男兒의 精神을 淬礪더라第六節 公의 東來담담 髫髮[拾五歲]로 老父의 命을 受야 東洋日本에 到니 其營業은 玩物商이오 其身勢 壹羈兒라 其悽凉不快의 懷가 胷中에 跳躍나 然이나 堅忍의 心과 儉約의 道로 父親의 業을 助야 巨富의 家를 成니 其父親의게 助供 財産은 姑舍고 公의 手中에도 六七萬圓의 資本이 有더라第七節 公의 小敗拾餘年勤苦로 若干資本을 得弄얏더니 不幸히 氈席業壹擧에 將來公의 壹身과 戰며 公의 生命과 戰 日本人의 衝突을 遭야 공의 身勢가 再次可怜 境에 陷니 崎嶇도다 公의 身勢여第八節 公의 活動忽然露日戰雲이 極東天地를 盖니 公의 活動時機가 始來얏도다 此戰爭에 公이 倫敦新聞通信員이 되야 東洋時事를 探報니 公의 胷懷가 於是乎 快活의 步를 始고 公의 經綸이 於是乎 進作의 基를 造얏도다第九節 公의 來韓壹千九百四年「光武捌年」三月拾日에 通信員으로 韓國에 始到니 佳麗 江山은 公을 歡迎며 暗담 風雲은 公을 煩惱야 實노 男兒의 滿강的熱血을 激動지라 公이 韓國의 現狀을 도며 東洋에 局勢를 察고 其大慈의 心과 悲憤의 氣가 暴風迅雷치 起來하더라 未完",사회; 기사,1349
勅令第三号 表勳阮官制,●勅令第三号 表勳阮官制第一條  表勳院은 議政府에 屬야 左▣事務를 掌할 事  一勳位勳等及年金에 關한 事項  二勳章記章褒章及其他賞與에關한 事項  三外國勳章記章受領▣佩用에 關한 事項○第二條  表勳院에 左開職員을 寘할 事  摠裁一人勅任  ▣定官十五人以內勅任  叅書官一人奏任  主事二人判任○第三條  摠裁난 勅任一等이니 院中事務를 管理며 賞勳會議할 時에난 議長이될 事○第四條  內外國人의 叙勳에 關한▣項▣對야난 摠裁가 上  奏며 直行公文되 各府部大臣과 軆例가同할 事○第五條  議定▣은  皇族과 大臣賛政時任或曾經及陸軍將官其他勅任官中에셔 勳一等以上者▣勅任고 俸給은 支給지아니할 事  但今間은 無勳人이라도 姑爲勅任할 事○第六條  議定官은勳章及年金의 叙賜或褫奪當否를 會議할時에 列席할 事○第七條  摠裁가 有故한時에난 其事務를 首席議定官이 代辦할 事○第八條  叅書官은 摠裁의 命을 承야一應簿記保管과 各項文書調査와 及其接受發送事務를 掌理할 事○第九條  主事난 上官의 指揮를 承야 庶務에 從事할 事○第十條  表勳院에 勳章製造기 爲야 製章局을 叧寘니 二等局으로할 事○第十一條  製章局에 左開職員을 寘할 事局長一人奏任  技師三人奏任  技手五人以內判任○第十二條  長局은 摠裁以下勅任官의 指揮를 受야 技師技手의 勳章製造事務를 監督할 事○第十三條  技師난 局長의 指揮를 從야 技手를 董督함事○第十四條  技手난 技術에 鍊熟한 者로 選擇야 勳章製造에 從事할 事○第十五條  奏任官의 進退난 議政이 奏差고判任官以下난 議政이 專行할 事○第十六條  勅奏判任官의 俸給은 一般官吏俸給令에 依야 支給한 事  但局長의 俸給은開國五百四年  勅令第一百六十七号局長俸給令에 依야 支給할 事○附則  第十七條  本令은 頒布日노붓터 施行고光武三年  勅令第三十号表勳院官制난廢止할 事光武八年三月十二日,정치; 기사,876
叙任及辭令,●叙任及辭令依願免本官  平安北道觀察府主事金秉河○任平安北道觀察府主事叙判▣官六等  卓  瑾以上九月三十日依願免兼任▣苑檢務官  東萊監理李懋榮○依願免本官  尙衣司織造課技手柳炳善○任尙衣司▣造課技手▣判任官六等  朴鎭榮○任中樞院議官叙勅任官四等  正三▣朴容奎○任議政府賛政叙勅任官一等  通信院摠辦閔商鎬○兼任通信院摠辦  議政府贊政閔商鎬以上十月二日補侍衛第一▣隊第二大隊中隊長  陸軍步兵正尉李象宇○補侍衛第一聯隊第二大隊附  陸軍步兵副尉金明薰○補侍衞第一聯隊第二▣隊餉▣  陸▣一等軍司張錫祚▣補侍▣第一聯隊第三大隊中隊長  陸軍步兵正尉宋學洙○補  親衛第一聯隊武器主管  陸軍步兵副尉太源燁○補  親衛第一聯隊旗官  陸軍步兵副尉文悳敎○陸軍步兵副尉白樂▣  陸軍步兵叅尉朴章煥  補  親衛第一聯隊第一大隊附○陸軍步兵副尉李祚氷  陸軍步兵叅尉徐丙德  補  親衞第一聯隊第三大隊附○補  親衛第一聯隊第一大隊餉官  陸軍二等軍司吳直善○補鎭衛第一聯隊第一大隊附  陸▣步兵▣尉金東殷○補鎭衛第二聯隊第一大隊附  陸軍步兵叅尉劉庠烈○補▣衞第四聯隊第三大隊附  陸軍步兵叅尉李完珪○補鎭衞第五聯隊第一大隊中隊長  陸軍步兵正尉金▣昇○補鎭衞第六聯隊第二大隊附陸軍步兵叅尉鄭周敎○任陸軍步兵正尉正三品河相驥○任陸軍步兵正領  陸軍步兵副領尹喆圭○任陸軍步兵叅領  陸軍步兵正尉▣殷俊○陸軍步兵副尉崔錫奎  仝李懋榮  任陸軍步兵正尉○陸軍步兵正尉▣錫▣  補  親衞第一聯隊第二大隊▣隊長○補侍衛第一聯隊第一大隊附  陸軍步兵副尉李鍾爀○補  親衛第一聯隊第二大隊附  陸軍步兵副尉金弘植○補鎭衞第一聯隊第一大隊附  陸軍步兵叅尉李載榮○補▣衛第二聯隊第二大隊附  陸▣步兵副尉吳英根○補鎭衛第二聯隊第二大隊大隊長  陸軍步兵叅領李敏稷○任軍部主事叙判任官六等前主事白寅基以上九月二十二日任陸軍憲兵叅▣  陸軍步兵叅▣姜昌凞○陸軍憲兵叅領尹元求  陸軍步兵正尉申昌凞  任陸軍步兵叅▣○任陸軍憲兵正尉  陸軍憲兵副尉李載觀○陸軍憲兵正尉洪祐馨  陸軍憲兵副尉安敎榮  陸軍砲正尉金相說  陸軍步兵副尉金敎翊仝金元洙  仝金▣玉  仝李完鍾  仝安大亨  仝金顯來  仝河允泓  陸軍一等軍司鄭  炫  仝金思億  任陸軍步兵正尉○任砲兵正尉  步兵正尉梁柱興○憲兵叅尉洪哲裕  仝吳奎泳  任憲兵副尉○步兵叅尉權重釆  仝洪天憙  仝吳儀善  仝梁普煥  仝韓龍鎬  仝徐丙德仝白南弻  仝康鳳翼  仝金貞浩  仝康文璟  仝宋秉武  仝金▣完  仝景在鎬二等軍司吳直善  仝權龜仁  任步兵副尉○步兵叅尉李賢▣  仝閔丙喆  任憲兵叅尉○軍部主事▣丙益  正校▣鍾翊仝金鼎奎  任步兵叅尉○步兵正尉▣重翊  仝姜大欽  步兵副尉朴永鎭  仝李東宰  仝李鍾郁  任一等軍司○任二等軍司  三等軍司金貞三○任二▣軍樂長三等軍樂長白萬鏞○補憲兵▣長  憲兵叅領姜昌凞○步兵叅領金振澔  補  親衞第一聯隊第二大隊大隊長○補鎭衞第一聯隊第三大隊大隊長  步兵叅領尹元求○補鎭衛第六聯隊第一大隊大隊長步兵叅領申羽均○補鎭衛第六聯隊第二大隊大隊長  步兵叅領洪眞吉○補憲兵隊中隊長  憲兵正尉李載觀○憲兵叅尉李賢奎  仝閔丙喆  補憲兵隊附○補侍衛第一聯隊第二大隊中隊長  步兵正尉金相說○補侍衛第一聯隊第三大隊中隊長  步兵正尉李圭植○步兵正尉金敎翊仝李容宰  仝李象宇  補  親衞第一聯隊第一大隊中隊長○步兵正尉李靖漢仝李完鍾  補  親衛第一聯隊第三大隊中隊長○補鎭衛第一聯隊第一大隊中隊長  步兵正尉金思億○補鎭衞第二聯隊第一大隊中隊長  步兵正尉鄭  炫○補鎭衛第二聯隊第一大餉官  一等軍司權重翊以上九月二十三日,기사; 정치,1571
去而不去,李容翊氏 一世雌黃을 厭惡야 종跡이 閃忽 九疑山光이 眉上에 聳翠도다 軍部大臣을 遞謝고 江原觀察을 移拜야 日使의 覽視다을 恐怖지 何等秘密機關을 運動지 初次에 法國으로 向徃얏다고 再次에 俄舘에 隱避얏다며 三次淸國木船을 搭乘고 上海로 向航다가 大風雨를 遭야 衞海威에 到着얏다더니 近日所聞에 京城附近에 畏約隱躱얏다니 藏頭隱尾야 鱗甲爪牙를 或露不露 雲中龍과 如도다噫라 氏의 傑驁頑梗이 軟骨柔腸은 不是로 北鄙踈蹤으로 寵이 百寮에 冠며 權이 一國을 傾니 可謂曠古 際遇라 秦孝의 商鞅과 齊桓의 管仲이라도 此에 過타기 不能니 如此 風雲際遇를 乘야 一功一業을 建야 竹帛의 光輝를 垂키 尙矣어니와 反히 禍 國家에 貽며 毒 을 生靈에 流야 全國에 圓顱方趾 者 其肉을 食코아니 者ㅣ 無니其明證을 槩言진 徃年獨立協會에셔 殺코얏스며 其次에 元老大臣이 殺코얏스며 今回에 一進會員이 殺코야 自盡키를 勸告얏스니 由此觀之컨 此人의 罪大惡極은 吾言을 不待고 昭然이 可質지라國恩이 如山如海 涓埃의 圖報 夢想에도 無고 聚斂의 一盜臣을 作야 上으로 聖德을 累며 下으로 民害를 貽은 其無가 義一大罪이오 全國이 殺코되 頑然히 樞要를 掌握다가 急地窘步에 至면 鼠의 抱頭과 如며 狗의 搖尾과 如야 苟苟圖生야 今日예 延至얏스니 其無恥이 二大罪이오 現今全國人民의 함함殊死 禍烈어 果然誰의 作俑을 根因야 塗炭에 陷溺얏뇨 靦然이 別人面目을 做야 榮職에 蹲冒코니 其無廉이 三大罪이라 此三案大罪를 兼備 者掀天動日 勢燄을 保有야 三十年頑福을 幸延은 實로 國家의 不幸이라엇지 斯人의 罪案만 誅름이리오此人이 位地를 去얏다되 其桀狗跖犬이 要路에 羅列야 心腹을 應며 氣脈을 通 者ㅣ 前日內藏院의 劉臣赫과 典圜局의 崔錫肇와 開城蔘政의 李建赫과 金鑛의 趙鼎允과 驛屯土의 朴來勛者等이 依舊히 聲勢를 蹈藉야 目下機關을 運動야 禍 國家에 貽며 毒을 生靈에 流 창鬼 幾箇李容翊이 無恙存在을 不知스니 等身李容翊의 去을 何關이리오此輩의 禍燄毒烈을 不除지면 國이 丘墟를 成며 民이 噍類가 無을 計日야 可見것시니 幸히 國家生靈을 爲야 禍害를 除去 者 未知其誰인지,기사; 사회,1112
時事報에 日本磁器의 沿革을 如左히 記얏스니 日本薩摩島에셔 造,別  報◎時事報에 日本磁器의 沿革을 如左히 記얏스니 日本薩摩島에셔 造 磁器 其窰가 數個所인 苗代川村의 窰가 最大니 方今世間에 流播 器기 此窰에셔 多出지라 慶長年間에 平秀吉이 朝鮮을 侵伐할 時에 薩摩國主島津義弘이 亦從役다가 歸國할 時에 陶工十七人을 携來야 此를 薩摩嶋의 高麗町에 居케얏더니 爾後各家가 互相嫁娶야 言語風俗붓터 頭髮等事지 舊俗을 共存야 今日에 至야 五百餘家에 多及야 苗代川村邊에 一部落을 成야 男女計千四百五十八인 恒常製磁를 業더니 明治四年官令을 據야 日本國民과 同一한 權利 享有함을 始得니라 當時薩摩國主가 陶工中最良者를 選야 大隅國帖佐로 徏야 茶噐等을 製造케함 其質이 緻密야 靑黃黑을 兼한 漆을 施 蛇蝎이라 稱 白色의 凝漆斑이 有 者로써 良好다고 其初에 朴平意라 云 者ㅣ（十七人中）最尤巧密야 朝鮮으로셔 携來한 白土及漆藥으로 原料을아 磁器를 製造고 此를 火計라 名고 其後平意가 同志沈當吉과 相謀야 原料를 發見코저 薩摩大隅日向의 各地를 探檢야맛 石沙、漆藥石、白土、白粘土를 發見야 磁器를 試製 其質이 堅硬야 玲瓏純白 良噐 成니 義弘이 大喜야 賞譽되 朝鮮의 熊川이라 云 名器보 勝야 益益各種噐物을 造케고 此器 古帖左라 稱고 慶長十八年에 至야 白磁와 類 純白透明 噐及朝鮮摸造의 刷毛條三島及寸古祿（精美의 稱）을 製出케되 義弘은 其子忠恒과게 屢屢히 工塲에 臨檢야 良好 噐物에 手印을 押付야 爾來로 世世藩主의 用密아 一時盛况을▣히더니 寬政年間國主齊宣이 磁器 又嗜야ㅣ人을 命야 白瓷에 金欄彩文을 着야 繪畵 描케고 錦手라 名니 世人이 此 愛賞되 諸國의 窖噐에 超다니라 此時大隅帖佐의 磁業은이믜 廢絕얏스나 龍門寺라 地에셔 帖佐樣을 再造야 今尙遺存더라苗代川村御用製造所에 工人沈常吉붓터 今代지 十二世 經야 現今은 沈壽官이라 人이 主任야 繼續다가 明治維新廢藩時에 亦從廢止얏더니 明治五年에 更히 薩摩磁器製造會社 起고 全히 民業을 務야 沈氏創立의 任을 擔負야 開業고 明治六年墺國世界大博覽會에 政府出品用의 玆噐 製造기로 被命고 諸般意巧 滑轉야 六尺有餘의 大花瓶을 造되 繪紋에 花鳥 描이 最尤緻密精巧지라 該博覽會에서크게 各國人의 讚賞을 得니 自是로 益益名聲이 世界에 轟으로 海外輸出의 道가 大開야 該社運이 漸漸隆盛케되얏더니 不幸히 該會社營業計算上에 不足이 有야 維持키 難더니 明治七年에맛 破産解社야니치못게되야 其磁業이 衰退야 數多 職工이 其業을 失고 飢渴을 堪치못할 境遇가되니 是時에 沈氏 遠祖經營의 苦心과 三百年來의 事業을 放棄고 名噐 滅絶케됨을 忍棄치못야 明治八年에 决意고 其財資 自聚야 百般苦心 後一製造所 建設▣ 得야 旣往散在얏던 職工으로야곰 其業에 再就케 以來로 千幸萬苦야 斯業의 改良을 謀야 皷舞奮勵니 明治十一二年頃에 至야 漸其貿易이 繁盛고 其技術도 亦進야 多年經驗 實効로써 明治十三年頃에 如何히 巨大 器物이라도 容易▣此 調製 法을 發明야 今日盛况을 致얏 其間內外博覽會、共進會及日本美術直會等에 凡二十餘次出品야 販路 擴張고 世人의 賞贊을 博야 發達 實効 顯얏스니 現今各審名及巧匠名은 玉光由沈壽官、玉山鮫嶋訓石、玉明山東仰▣勝、明光由奧原源巾等門個名稱인 製造個數 一個年平均凡十六萬七千餘個、其價額은 五萬五千圓餘、製造品類 花瓶、茶碗、靑燼、其他各種器皿인 目下輸出기 爲야 歐美各國流行의 圖案을 研究 中이라더라,기사; 사회,1728
公州郡國債報償趣旨書 續,洪範七稽疑에 曰龜시從取士從庶民從身康子孫吉이라 今此之謀ㅣ 下自庶民卿士로 上達于 大皇帝陛下셔도 從歟아 違歟아 又至於外國人히 莫贊助니 是 天地神明이 所以假鳴此義聲於吾民之口也ㅣ라 何待시龜ㅣ리오 皇帝從시고 卿士從庶民從 不啻라 以至於外人히 揚之贊之니 今又加之以始條理之金聲과 終條理之玉振則斷無疑三字 猶屬歇后ㅣ오 善終之後에 大而遠 聲敎날 槪量면 二千萬昧慣을 一變고 六洲世界에 文明을 共濟 時에 陳錫洪範時代보담 聖德大功이 行將倍사矣라禮악文物許多大事維新 긔礎가 在此一事니 曷敢不權衡古人야 密察而審處之리오 國債云者 四書五經之未曾見이오 斷烟義聲은 二帝三皇時未曾聞이어 今始卒倡야 其異於國是者ㅣ 無幾니 揍以舊見舊聞컨 今人胥動이 類若鬼魔야 怕惚難測이라면 此 腐孺의 膠習이라 固哉固哉로다古今은 有限고 事變은 無窮니 苟非博古通今에 明禮適用者ㅣ면 烏得與論於此一리오 和風이 滿地고 窓日이 遲遲데 斂膝書空 心眼先開人의 好思想이 乘此機會야 豈無復國權於一挽고 措國勢於萬全乎아 尙未免寥寥 何歟오 盖有之矣어 僕이 未及聞耶아魯論에 曰斯民也 三代所以直道而行이라시니 今我國民이 欲各盡其道야 發此和平正直聲니 世果有鬼魔ㅣ면 第當感服야 革面從之더니 僕則以謂凡我人民이 終必服魔ㅣ라하노라 雖然이나 鄒經에 曰待文王而後에 興者 凡民也ㅣ니 若夫豪傑之士則雖無文王이라도 興이라시니今我二千萬이 其盡豪傑也歟아 盖有四千載仁賢之本이 蘊蓄五百年扶植之深야 협洽乎四十年仁慈雨露之中하야 勃然活動니 夫豈徒然이리오 詩序에 曰人生而靜이라고 又曰感於物而動이라시니 人心非山이라 焉能常靜이며 人心非水라 焉能常動이리오無접而靜에 靜非其病이오 有感而動에 不能無言이오 言所不盡은 發於녕歎야 音響節奏을 擬之以國債報償始終條理노니 此所以謂黃鐘이 爲萬事根本이라 靜而有常 仁者一見之면 謂之仁이오 動而不括 智者ㅣ 見之면 謂之智오 雖日用不知든 百姓이라도 並使知之케은 其在報舘筆舌乎ㅣ저 完,기사; 사회,935
官廳事項,○官廳事項度支部에셔 請議 戰捷祝賀時特派大使一行往還旅費 一萬五千元과 外交官服裝費 一萬一千九百二十元과 南署前面所在濟衆院購買費 三萬二百八十九元九十錢을 預備金中 支出事로 議政府會議를 經 後 上奏야 制曰 可라 심 三月三十一日宮內府分課規定第一條 大臣官房에셔 左에 事務를 專任處理 事 一 各項奏本에 關 事項 二 官吏進退에 關 事項[陞等 譴責 減俸 免官 懲戒 受由]三 官報頒布에 關 事項 四 所管各院司官吏身分調査에 關 事項 五 官房文書往復에 關 事項 六 官制布達과 筮仕階級에 關 事項 七 別單贈職에 關 事項 八 主管에 屬 書類編纂 保管에 關 事項 △第二條 內事課에셔 左에 事務를 專任處理 事 一 各公文接受 發送 記錄에 關 事項 二 照訓指令等 文書整理에 關 事項 三 幸行動駕時儀文牒에 關 事項 四 皇族에 關 事項[誕生 婚姻 旅行 敎育 起復]五 恩賜 進獻用度稅簿整理에 關 事項 六 各宮各司文簿處理에 關 事項 七 門票及電報에 關 事項 八 所屬土地 家屋 物品保管에 關 事項 九 所管官吏名簿整理及其他 各課에 付屬아니된 事項 十 其他 主管에 屬 書類編纂 保管에 關 事項 △第三條 外事課에셔 左의 事務를 專任處理 事 一 各國禮書及書札往復에 關 事項 二 親書 親電과 外國人敍勳에 關 事項 三 繙譯及外人署名에 關 事項 四 外國人의게 關 恩賜 贈與 進獻用度에 關 事項 五 外國觀苑時에 特許證札에 關 事項 六 外國人雇聘에 關 事項 七 出疆公領事以下護照에 關 事項 八 主管에 屬 書類編纂 保管에 關 事項 △第四條 調査課에셔 左의 事務를 專任處理 事 一 制令法規財産에 關 調査及立案事項 二 府中一切 統計에 關 事項 三 官吏祿에 關 事項 四 本府會計에 關 事項 五 物品購買 撿閱에 關 事項 六 新聞雜誌를 撿閱에 關 事項 七 各項 稅金整理에 關 事項 八 恩賜扶助料 退官賜金 退職死亡救助會計에 關 事項 九 主管에 屬 書類編纂 保管에 關 事項[삽화],기사; 정치,949
